A11	A12	A13	A14	A15	A16	A17	A18	A19	A2	A20	A21	A22	A23	A4	A5	A6	A7	A8	D1	D10	D11	D12	D13	D16	D17	D18	D19	D2	D20	D21	D23	D3	D4	D5	D6	D7	D8	D9	F1	F10	F12	F13	F14	F15	F16	F17	F18	F19	F2	F20	F21	F22	F3	F4	F5	F6	F7	F9	K1	K10	K11	K12	K13	K14	K15	K16	K17	K18	K19	K2	K20	K21	K22	K24	K3	K4	K5	K6	K7	K8	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P3	P5	P8	P9
te_2075197	0	3.65336794399136	0	0	0	0	0	0	3.98993697784645	5.69201649120868	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44042959642199	0	3.64097332776266	1.29170772700814	0	3.26281448127539	0	0	0	1.24512616758976	2.67284855531976	0	0	0	3.81584087330455	0	0	2.33575090498187	0	0	2.71536755077236	5.36445843701147	0	0	0	0	0	0	0	0	0	0	0	0	0	3.52875370843209	0	1.9348042559972	0	0	1.35857466149124	0	0	0	0	2.38428794522078	0	0	0	0	2.01200494404316	0	0	2.02714909253966	0	0	0	0	0	0	0	0	0	3.51103138353017	0	0	2.48390366905624	0	0	0	0	0
te_2075201	0	0	0	4.92934770070845	4.17562628350542	0	0	0	3.07799370857522	4.29562797852378	0	0	0	1.96738607601834	4.23431862027524	4.37002531955632	0	0	0	0	0	0	0	4.04335368814747	0	0	5.37674009117953	0	0	0	0	0	0	1.34269620832735	1.28620274178897	0	0	0	0	4.67047325938638	0	0	0	0	0	0	0	2.65125821561548	0	3.63360105518306	2.33570294898636	0	4.91578978460724	0	0	3.42789448219089	0	0	0	0	0	0	0	0	2.4468198942214	0	3.51675984140319	3.9712488467797	0	0	0	3.87614863835643	5.03163824177914	2.82106673236445	0	0	1.34368808715958	3.82441700664288	0	0	0	0	0	5.64904652187241	0	0	0	4.54905124010999	2.30412133989307	0	4.25909661212337	0	0	0	0
te_2075202	2.79544258569729	0	0	4.20276770599606	2.74209776082694	2.80467047128164	3.00532120318234	0	3.07799370857522	5.69201649120868	0	0	1.27095739243318	0	3.30900270386185	3.12608841835185	3.40238916684507	0	0	0	6.2672293091234	0	0	4.96680904820641	0	0	5.73157328852873	5.92308244435188	0	4.52645751393293	0	0	4.96109737388368	2.48767825921768	5.90672151936607	0	0	0	2.74343824472825	0	3.18527553583929	0	0	1.25815795934439	4.70724677315616	3.58983450546661	0	0	0	4.48520071416017	1.23224500515257	4.35118196180152	2.67271937453475	0	1.61682984800894	3.42789448219089	2.37793296416006	1.92423662053841	2.92379798716016	1.28804698002444	4.86950747805626	0	0	0	3.07385728363103	0	0	3.65453465062707	0	4.51327324075631	0	0	4.40454751788334	0	0	0	4.72120226124441	0	2.45958146818459	0	0	0	2.76639756220337	0	0	0	0	0	4.32458630740764	0	4.61616662658658	0	0	0	0
te_2075203	0	0	0	0	2.74209776082694	0	0	0	1.3154958519804	4.79907366905544	0	0	1.93600018996532	0	0	1.63615268277067	3.40238916684507	0	0	0	5.62581627644645	0	0	3.980400112886	0	1.28355489331666	5.27249340090336	0	0	5.60431621053074	0	0	0	1.34269620832735	3.80215971525189	0	0	0	0	0	0	0	0	0	2.89921258907478	0	0	0	0	0	0	3.46460186500505	1.72426971562147	0	4.48278614365363	0	0	1.92423662053841	0	0	4.86950747805626	0	0	4.30537267193991	0	2.78907198787972	3.85104452593382	4.17015491427792	0	0.809813419557515	0	0	0	1.33154002846041	0	0	0.82293119151017	0	0	0	0	0	0	0	0	0	0	0	2.48416651573085	0	0	0	0	0	0
te_2075243	0	0	0	0	2.74209776082694	0	0	0	0	0	0	0	1.27095739243318	2.77002109185441	2.79504765882693	0	0	1.31731354949345	0	0	3.11755460107046	0	0	1.26784110841982	2.40896645600035	3.64097332776266	5.58693718379959	0	0	0	0	0	0	0	4.07273882235802	0	0	4.20503699299215	0	0	0	0	0	1.62660369941989	0	0	3.19804741424048	0	0	2.5831614283414	0	1.87860679625416	0	0	0	0	0	0	0	0	1.9348042559972	0	0	0	3.07385728363103	0	0	3.74046594730221	0	0	0	0	0	3.71520090483905	0	0	4.22395685367251	0	0	0	0	0	0	0	0	0	0	0	0	3.11383682666205	0	0	0	0	0
te_2079718	0	4.30902070843103	2.01518381786714	2.32732034129354	3.63003835413487	0	0	0	3.51376234114599	0	3.16071134165554	1.99383643773177	0	3.0490161971655	3.84460782893418	4.55392273865093	4.42725547555468	3.99278327180906	0	0	0	1.35998670596577	5.74439497880144	0	0	0	0	0	0	0	0	3.03617795068063	4.12471803691666	2.48767825921768	3.46884006921426	0	1.27197242950464	4.68434526787936	1.27748549726145	4.74978459918129	2.67751168336125	0	0	2.99267913523516	0	0	4.98478718274445	3.68760224505738	0	3.63360105518306	2.33570294898636	2.94354529325087	0	0	0	4.78121625788878	0	0	0	0	1.27000932826549	0	0	0	0	0	0	4.7696215825772	3.23905022223846	3.9360922875694	0	0	0	0	4.11317116374492	0	0	5.57937374353452	2.80751190690941	0	1.31906315756277	0	0	0	0	0	0	0	4.06649077518573	0	3.85227009359011	3.58205639575698	0	4.01242960420583	0
te_2079719	1.31359979860996	0	0	1.87937199207208	0	4.24496019811498	0	1.30282499860021	0	0	2.65423775217892	1.31699935345805	0	0	2.79504765882693	2.72732976599813	0	2.8007581870518	3.02823815871556	0	0	0	0	3.00720406165937	0	1.65607129441034	1.96212458260208	0	0	0	0	0	0	2.83693294406615	0	2.6908155934875	2.73544855249164	0	3.25474002673305	0	0	0	0	0	0	0	3.08673757406272	0	0	0	2.33570294898636	0	0	0	0	3.76036322435001	0	0	0	0	0	2.41110028194116	3.20742339929263	2.04566458391814	3.98553981964889	0	0	0	0	2.95918822496691	0	0	0	0	0	0	0	1.97302378782427	4.24810102202299	0	0	1.97964822728077	0	0	0	0	0	0	0	2.02244849338786	0	1.36063332665823	0	1.32989536814634	0
te_2079720	4.793946603835	3.2760520279901	0	2.81313155881266	4.73372909171957	3.52070225877922	0	0	1.3154958519804	5.81174254250546	0	0	4.27588725402887	0	3.68718137934301	2.72732976599813	0	4.63646581573525	0	2.44743033496107	0	0	2.49619215290673	4.79452926455185	0	1.65607129441034	3.8108123027768	0	0	4.69437212503921	0	2.41193863685872	3.20513551091569	2.83693294406615	4.89612931223955	3.73094012169624	3.62285074991106	0	3.25474002673305	0	4.40875819920029	0	3.88371075392679	5.80684236303153	3.46586820674111	4.61242678353581	1.98455486492554	4.84455053773744	1.27834350177768	0	0	1.22564445277355	0	0	3.4122418267716	0	4.78590585785159	1.26163903506925	0	0	0	0	1.90522172099595	2.50917674046778	3.07385728363103	4.10915898122581	0	1.34807110873493	0	0	0	3.1046861895914	0	0	0	0	0	1.97302378782427	5.08764060222901	4.54740395042394	0	1.30566970935548	5.10322028140413	0	0	0	4.11634144227933	2.80239843897538	2.91923384974846	0	0	2.04822143851075	0	0	0
te_2079721	4.44615936288464	5.6913735942883	0	2.81313155881266	3.45394458975097	3.31910929036409	0	0	3.8479876140481	0	0	0	0	0	3.84460782893418	3.00501546955422	6.05847370794587	3.85081416130338	2.7498565524901	0	0	0	0	5.23297719677898	4.18933028923162	0	0	0	0	5.27395984835629	0	2.41193863685872	4.3352473910082	0	4.67018880274206	1.89855340307212	0	5.81346327076217	0	0	4.4976162636992	0	3.41042850458825	3.32874450254192	3.0317463204699	3.74638444638919	2.68962088615076	4.46784007555698	2.74468045747058	1.94593173795109	0	0	5.64831407403254	0	0	2.71773053101212	0	0	0	0	0	3.26867336478267	3.73936107806035	1.35857466149124	0	2.44198477272256	4.54745511591415	4.7696215825772	0	4.64935741723608	0	4.57326856659066	0	0	0	2.95198779635455	0	2.42997782584496	4.12945569934249	2.72155073678139	2.80326041069745	6.16300064683481	4.31202768582805	0	0	0	5.84448916750676	0	3.15012608271212	0	1.88305107569196	3.91760453906524	3.50214930791023	0	0
te_2079731	0	0	3.87680605432148	0	0	0	2.3834241991924	4.65577532490941	3.6905320445382	0	0	3.60715899834327	2.38947036391106	0	0	0	2.3513326057271	2.45313539050639	0	2.79477965089694	0	0	0	0	0	4.18686263321475	0	0	0	0	0	3.87636806418551	0	4.6769431666852	0	2.96734921715882	0	0	2.74343824472825	0	0	3.24677733413338	0	0	0	0	1.89751897071198	0	4.06018871310511	4.39025887069764	3.85730713047505	0	0	1.69766107636311	0	0	0	2.1680642070175	0	0	0	0	2.97529294901305	0	0	0	0	3.82156536827085	0	0	0	0	0	0	0	0	0	0	0	0	0	4.38348249995088	0	0	0	0	0	0	3.60401829574235	0	0	0	1.30789278370053	0	0
te_2083663	3.07519864868983	3.04250047051934	0	0	0	0	0	0	0	0	3.04977245774275	3.31452865397606	1.27095739243318	4.08816211219556	0	2.17438405686651	0	0	3.02823815871556	3.3087211736198	4.03195181667451	0	0	0	0	0	0	0	2.75111185072804	0	0	3.03617795068063	4.3352473910082	2.83693294406615	0	3.87203659403369	0	3.28121265604873	3.35854343176107	0	1.23227935285126	1.93764937309097	0	0	0	3.21419391066689	0	0	0	0	3.18522230769762	0	4.03217627842455	0	0	5.42081207649942	4.03495113778563	0	3.35385631720568	4.82769092120572	4.16507380583379	0	0	0	0	0	0	0	1.6371144355127	0	0	0	0	0	0	3.18360945452011	0	0	0	0	0	1.30566970935548	1.2933804925696	0	2.39785261461371	4.07673099000543	0	5.08184907518189	0	0	4.09855921930385	4.18964806280462	3.97800940552306	4.26048738770186	0
te_2101197	0	0	0	0	2.97658133204142	0	0	0	0	2.24115107217562	1.21647611328893	0	0	0.788808768443087	0	1.52075451568463	0	0	0	0	0	0	1.61255451918454	0	0	2.40684753351151	0	0	0	1.27639901128579	0	0	0	1.34269620832735	0	0	3.7034083667478	3.35069839408452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.45614719378506	0	0	2.37793296416006	0	3.25775523193921	0	0	0	0	0	2.4468198942214	0	0	0.826076718394264	0	3.78667374410592	0	0	0	0.814227117299101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22913968089164	3.37960338108733	1.30789278370053	0	0
te_2101677	0	1.29150670804281	0	0	0	4.24496019811498	0	0	2.45065324973846	0	0	4.24013757500988	0	0	1.98923689857754	1.26637998879563	0	3.85081416130338	0	3.3087211736198	0	3.58108570379248	0	0	3.4671299000631	0	0	0	1.28278935911741	4.7334654416436	1.28229990744327	0	0	2.48767825921768	0	4.42377561166745	3.24633058326433	3.81584087330455	0	0	0	0	0	3.22518372461903	0	0	1.89751897071198	0	0	3.93209201682209	3.7163221553863	3.17498055451758	2.48755236886567	0	0	0	0	1.26163903506925	1.8621001236351	3.80506054298107	0	0	3.58287610563811	5.01285206864665	0	0	2.45333771198957	2.03260541089194	0	0	0	3.54138069273786	0	2.47252298392838	0	3.38313791951998	0	2.92282146425218	4.12945569934249	3.43198053637323	0	0	0	0	0	0	4.23492373746447	0	1.85829027142177	0	3.1804071479934	2.51195794193072	0	0	0
te_2101688	3.51086930096168	0	0	0	0	0	3.00532120318234	0	0	0	1.86693505163204	0	0	0	0	0	0	2.8007581870518	0	0	0	0	0	0	0	0	0	0	0	4.57030362279115	1.28229990744327	0	3.20513551091569	0	1.28620274178897	0	3.24633058326433	0	0	0	4.58131749059069	0	0	0	0	0	0	0	0	0	0	0	4.49218632870733	0	2.98002747888901	0	0	2.37657921186017	0	0.561547017208986	1.9348042559972	0	0	0	0	0	0	0	0	0	0	4.01829301091133	0	0	3.8119353527618	0	0	0	0	4.26201181984626	0	0	1.96422635123266	0	0	0	0	0	0	0	0	0	0	0	0
te_2101694	0	3.47701017639806	0	3.70665975499589	0	0	0	0	0	0	0	3.85032572295186	0	0.788808768443087	0	0	0	0.804060325004588	1.65417815476769	0	0	0	0	0	0	0	0	0	0	3.25308407317508	3.46281783458743	0	1.24512616758976	2.48767825921768	0	0	0	0	0	0	0	0	0	0	0	0	0	4.97142206869914	3.54745269697521	0	0	3.37437075892012	0	0	0	3.90168069677339	0	0	0	0	4.47082763476225	0	0	0	0	0	0	2.03260541089194	0	0	0	3.3394938215461	0	0	0	0	0	0	0	0	0	0.795760515827304	5.16287096216614	0	0	0	0	0	0	0	0	4.30857540039946	0	0	0
te_2101717	1.98958209587183	0	0	0	0	1.6982718959731	2.3834241991924	0	0	0	0	1.31699935345805	0	1.82650404910435	0	0	0	0	0	0	0	0	0	4.16157448631687	0	0	0	0	2.75111185072804	0	4.18484913377518	2.90358490550131	2.14599760838636	0	0	0	0	0.565299830828413	0	0	0	0	2.35847392294911	0	0	0	0	2.1047872715971	3.02290315233024	2.5831614283414	4.10365495767518	2.25949394032354	0	0	0	0	2.16936777830635	0	0.211787096055474	2.41303011721262	4.16507380583379	0	0	0	1.98844347375535	2.44198477272256	0.804166086198191	1.34807110873493	0	2.81226773465656	2.47355008752895	0	4.07508375081631	0	0	2.33424992897907	0	2.21951743112948	4.24810102202299	0	0	0	0	3.27483714659353	0	0	2.44820800175659	0	3.67987384950303	0	0	0	1.30789278370053	0	1.00419565547497
te_2105079	1.69082586755755	0	1.33408790658964	1.22624608136164	0	2.16588620991089	0	0	2.45065324973846	0	0	0	0	0	0	4.59645445550847	0	0	4.18424120408586	0	0	0	0	0	0	0	0	0	0	2.39698367489126	0	0	0	0	0	0	0	5.16538575859477	4.73524581661122	5.0609481381781	0	0	0	0	0	0	0	1.21445889309748	0	1.27883680742904	0	0	4.09836045118552	0	0	0	1.92547152831996	0	0	5.64463695305986	0	0	0	0	3.98553981964889	0	4.54745511591415	5.41732306693839	0	3.5287945891136	0	0	0	3.87286877909639	0	0	0	0	3.32209292853337	0	3.99552103174569	0	4.83639494756166	0	0	0	0	0	0	0	2.94885453709086	2.04822143851075	0	0	0
te_2105085	2.79544258569729	0	0	5.69776897073552	3.78695753675739	4.12632984616126	5.17583623972209	3.67094459777881	0	0	0	5.39285068002307	4.54666103443132	3.81738303688937	0	1.79066822000988	0	1.99422950832984	0	0	0	0	2.03373268003825	0	4.37562764786008	0	0	0	0	3.02000076625701	0	0	0	0	4.00970147827976	0	4.8727450832706	4.91036926148036	2.74343824472825	5.36793538956155	0	0	6.09652560369398	0	0	0	0	0	3.25604728162108	0	5.22618935213269	5.73349962732299	4.91578978460724	4.12549745114581	3.66823490963253	0	4.26235526144247	3.11889775678122	0	0	1.9348042559972	1.48516877858059	0	2.04566458391814	0	4.62336365163574	0	0	0	5.32751511280177	0	4.14767989568375	0	0	0	0	0	0	1.32203798607722	5.42521105903363	2.80326041069745	0	5.65347791703685	3.6521208647348	0	5.10162578267883	0	0	0	0	0	1.36063332665823	4.53212671105063	0	0
te_2105500	0	0	0	0	0	0	2.72762626710086	0	0	0	0	0	0	0	0	3.00501546955422	0	1.99422950832984	1.28192112311653	0	0	0	4.85058239570119	0	0	0	0	4.90735923482663	0	0	0	0	0	0	0	2.6908155934875	0	0	0	0	1.88704076734601	0	0	0	0	1.25100648268534	4.22629081639702	0	0	0	1.5964506599308	2.11985324629081	0	0	1.24975016079888	0	0	0	0	0	0	0	0	2.50917674046778	0	0	0	0	0	1.32536881951783	0	3.3394938215461	0	0	2.09123601664936	0	0	0	0	0	0.805309118955617	0	0	0	0	4.80662399473539	0	4.24244830335603	0	0	0	0	0	2.65499809324378	0
te_2120651	0	2.90982311410467	0	0	1.27655987258051	0	0	0	0	0	0	0	0	0	4.8687637552303	3.4381603005292	0	0	0	3.3087211736198	0	0	0	0	0	4.66587449155519	0	0	0	3.02000076625701	0	0	0	0	0	0	0	0	0	0	4.10371128187845	0	0	0	0	0	4.42242775752044	0	0	0	0	0	0	0	1.24975016079888	0	0	0	0	0	0	0	0	0	1.98844347375535	0	1.69528501264415	0	0	3.32708610951173	0	0	3.27023711143101	0	0	0	3.556546023621	0	0	1.9252045966387	3.99552103174569	0	0	0	0	4.80662399473539	2.44820800175659	0	1.20969577699071	0	0	0	0	4.56728175555174	0
te_2134745	0	0	0	0	0	0	0	0	2.7981572003113	0	0	3.99229142393357	1.27095739243318	1.29589620474993	0	0	2.9705327816226	1.31731354949345	0	0	0	0	0	0	1.28509384826519	0	0	0	0	2.1877171040569	0	0	2.97305358593972	0	0	0	0	3.28121265604873	0	0	0	0	0	0	0	3.74638444638919	0	0	4.17849453068188	0	0	0	0	0	0	0	1.26261650866005	4.85567068361737	0	0	0	3.03527144158713	4.3376862759342	1.35857466149124	0	3.50407857000444	0	3.12574642644062	0	0	0	0	0	0	0	1.23120445694508	0	0	3.85815151235652	0	0	0	3.27889202420169	0	3.63077242944824	0	0	0	0	0	0	0	3.50214930791023	0	0
te_2137673	0	0	0	2.04306736708372	2.10925098977427	5.14670310246845	2.3834241991924	0	0	0	0	1.31699935345805	3.01186822262912	0	0	0	0	0	0	0	0	0	0.595134830343379	0	0	0	0	0	0	0	0.970571689604135	0	3.20513551091569	1.72437655621533	4.82467647382728	0	0	3.48224790879682	0	0	0	3.44729275440801	0	0	0	0	3.19804741424048	2.65125821561548	2.74468045747058	3.02363916413099	0	0	4.91578978460724	0	3.10081169569558	2.71773053101212	0	0	0	0	0	2.59421359013512	0	4.05685840884207	3.68620310339768	0	2.80097018633429	0.826076718394264	3.00625663980571	0	0	0	2.95066701185447	0	0	0	0	0	3.85815151235652	3.90588374720405	0	0	0	4.54969310640764	0	0	2.44820800175659	0	0	0	0	0	2.44025851359146	0	0
te_2158927	3.07519864868983	0	0	0	0	0	2.38730629409924	0	0	0	4.55485476308349	0	0	4.41779352354538	0	1.93022413013104	0	0	3.46223288321006	0	0	0	0	0	0	0	3.04279907113924	0	0.193215301079792	1.94286054499785	0	5.11070863804095	0	0	0	0	0	4.20503699299215	4.84655042159229	0	0.476454125160022	0	4.01230157894711	0	3.07417003369081	0.541439951012713	1.89751897071198	0	0	0	0	5.9334894869113	0.822153176826343	0	0	0	2.20483142285281	0	2.59615361044341	0	0	0	0	0	0	0	0.804166086198191	0	0	0	2.8221422649555	0	0	0	0	3.22578392129243	0	0	0	0	0	0	0	0	0	0	0	4.93668418074096	0	3.11383682666205	0	0	0	0	2.29748829954094
te_2158963	0	3.2760520279901	0	0	0.775095280648276	0	0	0	0	0	0	0	0	0	0	0	0	0	4.29360098436058	0	0	0	0	0	0	0	1.96212458260208	0	0	0	0	2.41193863685872	0	0	0	0	3.77970467983602	0	0	0	0	0	0	0	3.0317463204699	0	0	2.31080889927278	1.27834350177768	0	0	0	0	0	2.36008530482082	3.76036322435001	0	0	3.52875370843209	1.95752280424214	0	0	0	3.57896521684517	1.31269029152518	0	0	0	0	2.46412148413419	0	1.3336623108422	0	5.22500816793886	1.39537265850746	2.67593245834327	0	0	0	1.9252045966387	0	0	0	0	0	0	3.51103138353017	0	4.58349203029347	0	1.88305107569196	0	0	0	0
te_2158966	0	0	0	0	0	0	3.23809496409858	0	1.99195520540305	4.23979195600135	0	0	2.38947036391106	3.48375942245972	0	1.93022413013104	4.51616777882145	0	0	0	0	0	0	0	3.4671299000631	3.64097332776266	0	0	0	2.74186476317498	0	0	3.58052452093372	0	1.28620274178897	0	2.39087265736819	0	3.63148705444982	4.58654688514691	0	0	4.60842866893049	2.71536755077236	0	0	0	0.731416708619788	0	0	0	4.99040013736683	0	0	0	5.71698920404121	0	3.7633179383882	0	1.95752280424214	0	0	2.69851392215432	0	0	0	1.31746174851477	0	1.93126996997995	4.73343463185381	1.33229512770541	2.82408901752464	4.19346396369938	0	4.99913112795415	3.38313791951998	0	4.42500986350487	0	2.72155073678139	3.99552103174569	1.30566970935548	0	0	0	0	0	2.80239843897538	3.94876664881388	0	0	5.0843856064959	0	1.32989536814634	0
te_2160668	1.31359979860996	0	0	0	3.85944864266178	2.95146852105948	0	3.39728928536022	0	0	1.64064626494657	0	0	0	0	0	0	0	3.93699179070997	5.00813994933687	0	0	0	3.84559950501046	2.75444205680759	0	0	0.870936676643178	4.1856345360143	0	0	0	4.06690871385907	0	0	0	0	0	1.94422949216445	0	0	0	0	0	1.48258890023788	0	2.68962088615076	2.31080889927278	0	1.27883680742904	4.58126018604351	0	2.67271937453475	0	1.81629018948834	0	2.72185813401269	0	0	0	3.53446436056667	0.315835030022727	1.24661014132103	0	0	0	0	3.1685374752198	0	2.95918822496691	4.26426263814792	3.63263183744279	0	0	0	1.23120445694508	0	2.77648345623987	2.2480721053755	2.09070499148739	0	0	0	0	0	0	0	0	1.20969577699071	4.27622590563916	2.5122143297699	0	0	0	2.94588842387067
te_2160669	1.31359979860996	0	2.01518381786714	0	3.51446353913959	3.77845540464724	0	0	1.99195520540305	4.47561185055352	0	0	0	0	0	0	0	0	3.6384220052092	0	0	0	0	3.84559950501046	0	0	0	0	0	0	0	0	5.22169963249397	0	0	0	0	4.08659978846436	1.94422949216445	3.37218089175235	0	0	0	0	0	0	0	0	0	1.27883680742904	2.67746122864386	0	2.67271937453475	0	0	0	2.72185813401269	2.37657921186017	0	0	0	0.315835030022727	0	0	0	0	0	0	0	2.95918822496691	0	4.20826696636385	0	0	1.94616513096168	0	0	0	2.2480721053755	0	4.12477841458794	1.30566970935548	4.97596748500011	0	0	0	0	0	0	0	2.5122143297699	0	0	2.4702852078533	1.59055400087646
te_2160673	0	1.96187196755746	2.01518381786714	0	3.25332928906998	0	0	0.450779737562676	0	0	0	0	0	1.60284289654508	0	0.549756655735687	0	0	3.82486515118197	0	0	0	0	0	1.48347983960553	0	0	0	0	1.94286054499785	0	0	2.04900322650589	0	0	3.87203659403369	0	0	0	0	0	0	0	0	4.18801917519216	0	2.34726280705729	0	3.45670388142574	0	1.88699713322697	0	0	0	2.70310281134262	0	4.26235526144247	2.1680642070175	4.93771412811685	0	0	0	1.24661014132103	0	0	0	0	0	0.550206022587965	0	4.47588979108151	2.97119872636232	0	0	0	3.38313791951998	0	0	0	0	0	0	3.22393956753494	0	0	0	0	0	0	0.820225372022709	0	0	0	4.97051229534975	2.32863529923021
te_2182331	1.31359979860996	0	0	0.739664236639096	0	0	4.46523559575581	0	0	0	0	0	2.7339760347634	3.81738303688937	0	0	4.00397673689081	1.31731354949345	2.7498565524901	3.07451604469672	4.28021192957565	0	4.29040766582285	0	0	0	0	5.09398248565503	0	4.7334654416436	3.46281783458743	0	0	0	0	3.80321258619949	1.93728037915191	3.28121265604873	3.25474002673305	0	0	0.772056607978415	0	0	3.94072870432373	2.98192030071995	0	1.86436430697101	0	1.94593173795109	1.88699713322697	3.54952025367876	0	0	0	2.99511627161811	2.72185813401269	0	1.8621001236351	0	2.38816025464442	0	0	4.05685840884207	4.44470717971267	0	0	0	4.6792939198786	4.00537253221557	4.01616591692419	2.01465291774496	0	0	2.91116611628335	0	4.91752087803122	0	0	3.60781890564909	0	0	4.20259043025553	5.518559596816	0	5.16682881831633	0	0	0	4.67252816909129	1.88305107569196	5.11734369676847	4.53212671105063	0	0
te_2188552	3.03130608977057	3.04250047051934	1.59604937998873	2.94445964165966	0	0	4.04133369974179	0.793735713144174	1.3154958519804	3.99194942484008	2.79847133678333	5.46769480606694	3.0737151941666	4.36782383893407	3.84460782893418	0	4.12199473808215	4.2406346273659	0	0	0.468799904233515	3.14308981210944	0	1.63784869507643	0	1.95187187143522	0	0	0	0	5.45837950996682	0	3.58052452093372	1.34269620832735	1.95520334778908	2.34839884196762	0	0	1.94422949216445	0	5.25813607224087	4.94127077519771	0	0	5.61024182979332	0	0	3.63796472947598	0	4.12134497004674	4.58126018604351	0	1.34260340999875	0	1.90919889361499	0	6.01498841424208	1.26163903506925	0	3.80506054298107	4.67036276841688	0.443500401763765	0	3.37655467616641	2.79413988056354	5.00167681151588	4.6649838256862	5.36417314662568	3.12734379866737	0.582045226687755	3.33745084119349	2.97119872636232	2.75816786791825	2.71508777991237	1.39537265850746	3.55839405274336	3.28101869280206	0	2.80751190690941	4.03461091985085	4.47149457051366	0	4.68185902338069	0.785122254226114	4.17638066406785	4.72237949448062	4.44632888049574	2.4547008000423	4.80292814166133	2.48390366905624	0	0	0	3.09916424913677	2.50940434431075
te_2188556	0	0	0	2.5080508777179	0.775095280648276	2.80467047128164	2.56576606109029	0	0	5.51516033475442	2.10750729071565	2.24143882258464	0.771131956135556	0	0	0	0	0	0	0.801080987999396	0	0	0	4.42062645868624	2.75444205680759	0	0	4.20209231419722	2.75111185072804	0	1.28229990744327	0	0	2.98424646288092	0	0	0	0	3.92994336706991	3.1562858087251	1.59649068676313	3.92163138178982	0	0	4.64652368401144	0	0	0	0	0.776707323532857	0	0	0.822153176826343	0	1.24975016079888	3.90168069677339	0	0	0	0	0	0	0	0	0	0	0	3.74046594730221	1.6371144355127	2.64867090989338	0	0	2.41251709886724	2.96812821447948	0	0	0	0	0	0	0	2.14721679086218	0	0	3.4546702936183	3.1597914631253	3.74164529835563	0	1.20969577699071	3.8090635631234	0	0	0	0	2.50940434431075
te_2188557	0	0	0	2.61602116679476	0.775095280648276	3.99706362568324	2.56576606109029	0	0	5.12114629304312	2.60171875815711	2.31679301891078	0.771131956135556	0	5.28061989313774	0.767897139444108	0	0	0	1.31313692774704	1.8024191669715	1.35998670596577	0	4.27083718531796	2.75444205680759	0	0	4.20209231419722	3.7967851416977	0	4.76228611100589	0	3.58052452093372	3.81333113026413	0.315687938207324	1.24134952766384	0	3.48224790879682	3.51590162768058	1.6593411229645	1.59649068676313	3.97714423221384	0	0	5.0100751909977	0	0.423002492823145	0	0.55625676989963	1.27883680742904	2.57337815618	0	4.3901938681864	0	1.24975016079888	2.71773053101212	0	0.764549918879838	5.0278784484314	0.783235589559977	0	0	0	2.31422242436999	4.0515856276917	0	2.94770836315547	0.594630774243234	3.77215858017604	2.64867090989338	0	0	0	4.5230802289982	0	0	1.02180327165194	0	0	0	3.69602976251491	4.88970807217696	2.24598962023069	1.18453388155366	0	0.607713649017153	4.03106330009357	0	2.64421494412386	4.21805897097619	0	0	0	0	2.94588842387067
te_2188560	0	0	0	0	0	3.92781060047494	3.91256584880612	0	0	0	1.57805777821819	4.08014807133356	2.87960276603289	3.88998937307522	0.57540377783224	3.52879509447732	0	0.23761506859	0	0	4.33613251688819	0	0	3.77316145816028	0	0	0	3.65579815512903	0	0	4.85445205880842	0	0	3.64637755771113	0	0	0	0	0	0	3.18527553583929	3.62330958694028	0	0	0	0	0	1.57570246584419	0	4.43851065110773	1.12921979133346	0	3.50697983327277	0	2.36008530482082	0	0.765239772688917	2.37657921186017	0	0.630358468450877	1.04175003509046	0	0.753960587946145	2.69490464994656	0	0	0	1.34807110873493	1.52167829416524	4.00537253221557	0	0	0.4439623388315	4.31896014434819	1.78485880866668	0	0.469363228793723	0	0	0.765090635153607	1.99641793851404	0	0	0	1.27702885671638	0	0	0	0	0	3.37988440055547	0	0	0	0
te_2188561	1.98958209587183	0	0	4.86448636687042	0	3.85506489214842	0	2.43331874545771	0	0	3.04977245774275	1.99383643773177	2.87960276603289	3.74092810761391	4.79350184248278	0.767897139444108	0	0.944896033150226	1.28192112311653	0	4.87837584357431	1.35998670596577	0	4.16157448631687	3.80041449758684	0	0	0	0	0	2.89630839493224	4.96593332925939	0	4.09850471458994	3.80215971525189	2.96734921715882	3.24633058326433	0	1.27748549726145	0	3.98578884602652	4.47450567847505	0	0	4.7555838996195	0	0	1.57570246584419	0	3.14492404048432	4.30221679325516	0	3.50697983327277	0	2.36008530482082	3.22767293946681	5.44886130448538	0	0	2.87102347297511	3.7389594729001	0	0.753960587946145	2.69490464994656	3.30804911307114	0	3.85104452593382	2.03260541089194	1.26720851243016	3.70572974736558	4.47588979108151	0	0	3.10157597384052	5.03544866736033	0	0	0	0	4.09490873648085	1.99641793851404	3.29747128767736	3.47989263929536	3.27483714659353	1.27702885671638	0	5.1960965043538	0	0	4.75665938738595	0	0	0	0	3.37680419280538
